"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country","PromoCode"
"539591","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2010-12-21 15:40:00","4.36","15291.0","Germany","BULK5"
"539591","22632","HAND WARMER RED POLKA DOT","5","2010-12-21 15:40:00","2.21","15291.0","Germany","SUMMER10"
"539591","22632","HAND WARMER RED POLKA DOT","11","2010-12-21 15:40:00","2.2","15291.0","Germany",""
"539592","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2010-12-05 10:16:00","3.7","15291.0","EIRE","BULK5"
"539592","71053","WHITE METAL LANTERN","2","2010-12-05 10:16:00","3.45","15291.0","EIRE","SUMMER10"
"539592","85123A","WHITE HANGING HEART T-LIGHT HOLDER","10","2010-12-05 10:16:00","2.86","15291.0","EIRE",""
"539593","22752","SET 7 BABUSHKA NESTING BOXES","12","2011-01-14 15:25:00","7.69","13047.0","Spain","SUMMER10"
"539593","85099B","JUMBO BAG RED RETROSPOT","5","2011-01-14 15:25:00","1.86","13047.0","Spain","BULK5"
"539594","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2010-12-22 13:02:00","3.67","13047.0","France","NEWCUST"
"539594","22632","HAND WARMER RED POLKA DOT","12","2010-12-22 13:02:00","1.77","13047.0","France","SUMMER10"
"539594","21730","GLASS STAR FROSTED T-LIGHT HOLDER","9","2010-12-22 13:02:00","4.24","13047.0","France",""
"539594","22633","HAND WARMER UNION JACK","5","2010-12-22 13:02:00","1.77","13047.0","France",""
"539595","22752","SET 7 BABUSHKA NESTING BOXES","11","2010-12-03 15:15:00","7.93","12583.0","France",""
"539595","84406B","CREAM CUPID HEARTS COAT HANGER","1","2010-12-03 15:15:00","2.73","12583.0","France","NEWCUST"
"539595","84406B","CREAM CUPID HEARTS COAT HANGER","10","2010-12-03 15:15:00","2.8","12583.0","France",""
"539596","22632","HAND WARMER RED POLKA DOT","10","2011-01-10 09:38:00","1.91","15311.0","Germany","NEWCUST"
"539596","85099B","JUMBO BAG RED RETROSPOT","9","2011-01-10 09:38:00","2.0","15311.0","Germany",""
"539596","22633","HAND WARMER UNION JACK","11","2011-01-10 09:38:00","2.17","15311.0","Germany","NEWCUST"
"539597","85123A","WHITE HANGING HEART T-LIGHT HOLDER","11","2011-01-15 15:15:00","2.56","13047.0","Australia",""
"539598","20685","DOORMAT RED RETROSPOT","8","2010-12-14 12:56:00","7.22","13047.0","United Kingdom",""
"539598","22632","HAND WARMER RED POLKA DOT","5","2010-12-14 12:56:00","1.96","13047.0","United Kingdom",""
"539598","84406B","CREAM CUPID HEARTS COAT HANGER","2","2010-12-14 12:56:00","3.07","13047.0","United Kingdom","SUMMER10"
"539598","85099B","JUMBO BAG RED RETROSPOT","6","2010-12-14 12:56:00","1.65","13047.0","United Kingdom","SUMMER10"
"539599","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2011-01-29 14:37:00","4.27","17850.0","Germany",""
"539599","22633","HAND WARMER UNION JACK","4","2011-01-29 14:37:00","2.16","17850.0","Germany","NEWCUST"
"539599","85099B","JUMBO BAG RED RETROSPOT","5","2011-01-29 14:37:00","1.68","17850.0","Germany",""
"539599","22633","HAND WARMER UNION JACK","2","2011-01-29 14:37:00","2.17","17850.0","Germany",""
"539600","20685","DOORMAT RED RETROSPOT","1","2010-12-20 15:29:00","7.15","15311.0","France","NEWCUST"
"539601","71053","WHITE METAL LANTERN","11","2010-12-13 16:34:00","3.42","12583.0","United Kingdom","NEWCUST"
"539601","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","8","2010-12-13 16:34:00","3.37","12583.0","United Kingdom",""
"539602","84406B","CREAM CUPID HEARTS COAT HANGER","11","2010-12-16 10:55:00","2.71","14096.0","Australia","SUMMER10"
"539603","85123A","WHITE HANGING HEART T-LIGHT HOLDER","7","2010-12-03 11:56:00","3.0","14606.0","Spain",""
"539604","71053","WHITE METAL LANTERN","5","2011-01-18 10:42:00","3.79","13777.0","France",""
"539604","21730","GLASS STAR FROSTED T-LIGHT HOLDER","4","2011-01-18 10:42:00","4.33","13777.0","France","BULK5"
"539604","22633","HAND WARMER UNION JACK","8","2011-01-18 10:42:00","1.8","13777.0","France",""
"539605","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2011-01-27 14:43:00","3.32","14606.0","Netherlands","BULK5"
"539605","22633","HAND WARMER UNION JACK","11","2011-01-27 14:43:00","1.88","14606.0","Netherlands","SUMMER10"
"539606","71053","WHITE METAL LANTERN","12","2011-01-06 14:24:00","3.46","14096.0","Netherlands",""
"539606","47566","PARTY BUNTING","6","2011-01-06 14:24:00","5.08","14096.0","Netherlands",""
"539607","22752","SET 7 BABUSHKA NESTING BOXES","4","2011-01-11 08:57:00","7.66","14096.0","Belgium",""
"539607","84406B","CREAM CUPID HEARTS COAT HANGER","12","2011-01-11 08:57:00","2.66","14096.0","Belgium","BULK5"
"539608","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","10","2011-01-04 16:39:00","3.53","16029.0","United Kingdom","SUMMER10"
"539609","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2010-12-19 11:47:00","3.62","14606.0","Australia","SUMMER10"
"539609","85099B","JUMBO BAG RED RETROSPOT","2","2010-12-19 11:47:00","1.86","14606.0","Australia",""
"539609","20685","DOORMAT RED RETROSPOT","11","2010-12-19 11:47:00","7.09","14606.0","Australia",""
"539610","84406B","CREAM CUPID HEARTS COAT HANGER","11","2010-12-04 15:08:00","2.97","13047.0","United Kingdom","SUMMER10"
"539610","20685","DOORMAT RED RETROSPOT","2","2010-12-04 15:08:00","7.57","13047.0","United Kingdom",""
"539611","84406B","CREAM CUPID HEARTS COAT HANGER","1","2011-01-11 15:14:00","3.13","15311.0","EIRE",""
"539611","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","6","2011-01-11 15:14:00","3.43","15311.0","EIRE",""
"539611","22752","SET 7 BABUSHKA NESTING BOXES","11","2011-01-11 15:14:00","8.1","15311.0","EIRE","SUMMER10"
"539611","84406B","CREAM CUPID HEARTS COAT HANGER","12","2011-01-11 15:14:00","2.93","15311.0","EIRE",""
"539612","71053","WHITE METAL LANTERN","7","2010-12-03 15:17:00","3.61","14096.0","Netherlands",""
"539612","71053","WHITE METAL LANTERN","11","2010-12-03 15:17:00","3.34","14096.0","Netherlands",""
"539612","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2010-12-03 15:17:00","3.63","14096.0","Netherlands",""
"539612","71053","WHITE METAL LANTERN","10","2010-12-03 15:17:00","3.88","14096.0","Netherlands",""
"539613","71053","WHITE METAL LANTERN","11","2011-01-03 11:51:00","3.77","15311.0","Netherlands",""
"539613","22752","SET 7 BABUSHKA NESTING BOXES","11","2011-01-03 11:51:00","7.58","15311.0","Netherlands","SUMMER10"
"539613","20685","DOORMAT RED RETROSPOT","10","2011-01-03 11:51:00","7.18","15311.0","Netherlands","NEWCUST"
"539614","85099B","JUMBO BAG RED RETROSPOT","2","2011-01-21 16:01:00","1.9","15291.0","Spain",""
"539615","20685","DOORMAT RED RETROSPOT","12","2011-01-08 11:33:00","7.27","14606.0","EIRE","SUMMER10"
"539615","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2011-01-08 11:33:00","3.47","14606.0","EIRE",""
"539615","71053","WHITE METAL LANTERN","6","2011-01-08 11:33:00","3.69","14606.0","EIRE",""
"539616","47566","PARTY BUNTING","5","2010-12-23 11:22:00","5.41","13777.0","Belgium",""
"539616","22752","SET 7 BABUSHKA NESTING BOXES","8","2010-12-23 11:22:00","7.76","13777.0","Belgium","NEWCUST"
"539617","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2011-01-25 11:58:00","3.69","13047.0","France",""
"539617","47566","PARTY BUNTING","7","2011-01-25 11:58:00","4.85","13047.0","France","SUMMER10"
"539617","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2011-01-25 11:58:00","3.48","13047.0","France","NEWCUST"
"539617","22632","HAND WARMER RED POLKA DOT","4","2011-01-25 11:58:00","2.2","13047.0","France","SUMMER10"
"539618","71053","WHITE METAL LANTERN","3","2011-01-21 14:14:00","3.33","14606.0","Belgium","BULK5"
"539619","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2010-12-01 08:41:00","4.24","13047.0","EIRE",""
"539619","71053","WHITE METAL LANTERN","3","2010-12-01 08:41:00","3.85","13047.0","EIRE",""
"539620","85099B","JUMBO BAG RED RETROSPOT","1","2011-01-03 08:03:00","1.9","13047.0","France","BULK5"
"539621","47566","PARTY BUNTING","12","2010-12-05 09:09:00","4.88","15311.0","Netherlands",""
"539621","22633","HAND WARMER UNION JACK","12","2010-12-05 09:09:00","1.85","15311.0","Netherlands",""
"539622","22632","HAND WARMER RED POLKA DOT","6","2010-12-16 09:50:00","1.79","17850.0","United Kingdom",""
"539622","84406B","CREAM CUPID HEARTS COAT HANGER","6","2010-12-16 09:50:00","3.05","17850.0","United Kingdom","SUMMER10"
"539622","22752","SET 7 BABUSHKA NESTING BOXES","4","2010-12-16 09:50:00","8.06","17850.0","United Kingdom","BULK5"
"539622","84029E","RED WOOLLY HOTTIE WHITE HEART","7","2010-12-16 09:50:00","3.49","17850.0","United Kingdom",""
"539623","84029E","RED WOOLLY HOTTIE WHITE HEART","4","2011-01-18 10:52:00","3.73","17850.0","Netherlands","SUMMER10"
"539623","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2011-01-18 10:52:00","3.35","17850.0","Netherlands","SUMMER10"
"539623","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","8","2011-01-18 10:52:00","3.78","17850.0","Netherlands",""
"539624","85099B","JUMBO BAG RED RETROSPOT","6","2011-01-21 08:18:00","1.62","17850.0","Belgium",""
"539625","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2010-12-31 16:45:00","3.83","16029.0","Spain","BULK5"
"539625","22633","HAND WARMER UNION JACK","12","2010-12-31 16:45:00","1.98","16029.0","Spain","SUMMER10"
"539625","85123A","WHITE HANGING HEART T-LIGHT HOLDER","10","2010-12-31 16:45:00","2.92","16029.0","Spain",""
"539625","47566","PARTY BUNTING","5","2010-12-31 16:45:00","5.02","16029.0","Spain","BULK5"
"539626","85099B","JUMBO BAG RED RETROSPOT","12","2011-01-03 16:04:00","2.08","14606.0","Germany","BULK5"
"539626","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2011-01-03 16:04:00","3.51","14606.0","Germany","NEWCUST"
"539626","47566","PARTY BUNTING","2","2011-01-03 16:04:00","5.22","14606.0","Germany","BULK5"
"539626","47566","PARTY BUNTING","2","2011-01-03 16:04:00","4.96","14606.0","Germany",""
"539627","71053","WHITE METAL LANTERN","1","2010-12-25 15:06:00","3.31","13047.0","Australia",""
"539627","22632","HAND WARMER RED POLKA DOT","6","2010-12-25 15:06:00","1.8","13047.0","Australia",""
"539627","84406B","CREAM CUPID HEARTS COAT HANGER","11","2010-12-25 15:06:00","2.71","13047.0","Australia","SUMMER10"
"539628","84406B","CREAM CUPID HEARTS COAT HANGER","11","2011-01-20 14:37:00","2.94","16029.0","EIRE","SUMMER10"
"539628","22633","HAND WARMER UNION JACK","7","2011-01-20 14:37:00","2.1","16029.0","EIRE",""
"539628","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2011-01-20 14:37:00","3.82","16029.0","EIRE",""
"539629","84406B","CREAM CUPID HEARTS COAT HANGER","7","2010-12-13 13:42:00","3.07","17850.0","EIRE","BULK5"
"539629","84029E","RED WOOLLY HOTTIE WHITE HEART","9","2010-12-13 13:42:00","3.55","17850.0","EIRE",""
"539630","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2011-01-27 15:12:00","3.54","17809.0","EIRE","BULK5"
"539630","84406B","CREAM CUPID HEARTS COAT HANGER","11","2011-01-27 15:12:00","3.1","17809.0","EIRE",""
"539630","22632","HAND WARMER RED POLKA DOT","3","2011-01-27 15:12:00","1.92","17809.0","EIRE",""
"539630","71053","WHITE METAL LANTERN","10","2011-01-27 15:12:00","3.55","17809.0","EIRE","BULK5"
"539631","47566","PARTY BUNTING","4","2011-01-20 12:02:00","5.43","15291.0","France","NEWCUST"
"539631","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2011-01-20 12:02:00","3.76","15291.0","France",""
"539632","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2010-12-13 14:20:00","4.2","15311.0","EIRE",""
"539633","47566","PARTY BUNTING","3","2010-12-14 08:59:00","5.12","12583.0","Belgium",""
"539634","22633","HAND WARMER UNION JACK","3","2011-01-19 08:35:00","2.11","17850.0","Germany","BULK5"
"539634","84029E","RED WOOLLY HOTTIE WHITE HEART","3","2011-01-19 08:35:00","3.64","17850.0","Germany",""
"539634","20685","DOORMAT RED RETROSPOT","1","2011-01-19 08:35:00","7.51","17850.0","Germany",""
"539634","21730","GLASS STAR FROSTED T-LIGHT HOLDER","4","2011-01-19 08:35:00","4.59","17850.0","Germany",""
"539635","85099B","JUMBO BAG RED RETROSPOT","4","2010-12-15 10:50:00","1.94","13777.0","Australia",""
"539635","84406B","CREAM CUPID HEARTS COAT HANGER","11","2010-12-15 10:50:00","2.85","13777.0","Australia","SUMMER10"
"539635","84406B","CREAM CUPID HEARTS COAT HANGER","7","2010-12-15 10:50:00","3.12","13777.0","Australia","NEWCUST"
"539635","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2010-12-15 10:50:00","3.76","13777.0","Australia",""
"539636","71053","WHITE METAL LANTERN","10","2010-12-03 09:31:00","3.65","15311.0","Spain","NEWCUST"
"539636","71053","WHITE METAL LANTERN","1","2010-12-03 09:31:00","3.53","15311.0","Spain","SUMMER10"
"539636","20685","DOORMAT RED RETROSPOT","12","2010-12-03 09:31:00","7.26","15311.0","Spain",""
"539636","84029E","RED WOOLLY HOTTIE WHITE HEART","6","2010-12-03 09:31:00","3.79","15311.0","Spain",""
"539637","21730","GLASS STAR FROSTED T-LIGHT HOLDER","5","2011-01-25 09:56:00","4.59","14606.0","Australia","BULK5"
"539638","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2010-12-22 13:37:00","3.66","17850.0","EIRE","BULK5"
"539638","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2010-12-22 13:37:00","4.53","17850.0","EIRE","SUMMER10"
"539638","22632","HAND WARMER RED POLKA DOT","2","2010-12-22 13:37:00","2.19","17850.0","EIRE",""
"539638","47566","PARTY BUNTING","6","2010-12-22 13:37:00","5.24","17850.0","EIRE",""
"539639","22633","HAND WARMER UNION JACK","9","2011-01-13 09:26:00","1.76","17850.0","United Kingdom",""
"539639","22633","HAND WARMER UNION JACK","4","2011-01-13 09:26:00","2.11","17850.0","United Kingdom",""
"539639","85099B","JUMBO BAG RED RETROSPOT","3","2011-01-13 09:26:00","1.68","17850.0","United Kingdom",""
"539640","84029E","RED WOOLLY HOTTIE WHITE HEART","1","2011-01-18 15:34:00","3.36","13777.0","France",""
"539641","21730","GLASS STAR FROSTED T-LIGHT HOLDER","2","2010-12-20 16:22:00","4.28","13777.0","France",""
"539641","84406B","CREAM CUPID HEARTS COAT HANGER","7","2010-12-20 16:22:00","2.76","13777.0","France",""
"539641","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","5","2010-12-20 16:22:00","3.83","13777.0","France",""
"539641","22633","HAND WARMER UNION JACK","7","2010-12-20 16:22:00","2.22","13777.0","France","SUMMER10"
"539642","22633","HAND WARMER UNION JACK","9","2011-01-13 10:06:00","2.31","13047.0","Germany",""
"539642","20685","DOORMAT RED RETROSPOT","1","2011-01-13 10:06:00","7.38","13047.0","Germany","SUMMER10"
"539643","84406B","CREAM CUPID HEARTS COAT HANGER","5","2010-12-10 13:13:00","3.24","17850.0","Belgium",""
"539643","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2010-12-10 13:13:00","2.8","17850.0","Belgium",""
"539644","84406B","CREAM CUPID HEARTS COAT HANGER","12","2011-01-26 08:37:00","2.89","13777.0","Spain",""
"539645","84406B","CREAM CUPID HEARTS COAT HANGER","4","2011-01-19 16:52:00","3.05","14606.0","Belgium",""
"539646","84406B","CREAM CUPID HEARTS COAT HANGER","7","2010-12-24 15:33:00","3.09","15311.0","Germany","SUMMER10"
"539646","20685","DOORMAT RED RETROSPOT","9","2010-12-24 15:33:00","7.1","15311.0","Germany",""
"539646","84029E","RED WOOLLY HOTTIE WHITE HEART","2","2010-12-24 15:33:00","3.33","15311.0","Germany","NEWCUST"
"539646","20685","DOORMAT RED RETROSPOT","7","2010-12-24 15:33:00","7.3","15311.0","Germany",""
"539647","20685","DOORMAT RED RETROSPOT","2","2011-01-24 13:50:00","7.24","16029.0","Spain","NEWCUST"
"539648","47566","PARTY BUNTING","3","2010-12-23 08:45:00","5.28","17850.0","Spain",""
"539649","84029E","RED WOOLLY HOTTIE WHITE HEART","6","2010-12-26 14:15:00","3.83","15291.0","France","BULK5"
"539649","85123A","WHITE HANGING HEART T-LIGHT HOLDER","1","2010-12-26 14:15:00","2.94","15291.0","France",""
"539649","85123A","WHITE HANGING HEART T-LIGHT HOLDER","4","2010-12-26 14:15:00","2.92","15291.0","France","NEWCUST"
"539649","47566","PARTY BUNTING","5","2010-12-26 14:15:00","5.27","15291.0","France","SUMMER10"
"539650","22752","SET 7 BABUSHKA NESTING BOXES","9","2010-12-17 11:14:00","8.04","14606.0","Spain",""
"539650","84406B","CREAM CUPID HEARTS COAT HANGER","5","2010-12-17 11:14:00","2.91","14606.0","Spain","NEWCUST"
"539650","85123A","WHITE HANGING HEART T-LIGHT HOLDER","9","2010-12-17 11:14:00","2.99","14606.0","Spain","NEWCUST"
"539650","22752","SET 7 BABUSHKA NESTING BOXES","1","2010-12-17 11:14:00","7.71","14606.0","Spain",""
"539651","21730","GLASS STAR FROSTED T-LIGHT HOLDER","10","2011-01-12 10:20:00","4.58","13047.0","Australia",""
"539651","71053","WHITE METAL LANTERN","2","2011-01-12 10:20:00","3.3","13047.0","Australia",""
"539652","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","2","2011-01-22 13:55:00","3.6","15291.0","Spain","BULK5"
"539652","84029E","RED WOOLLY HOTTIE WHITE HEART","12","2011-01-22 13:55:00","3.54","15291.0","Spain","NEWCUST"
"539652","22633","HAND WARMER UNION JACK","1","2011-01-22 13:55:00","1.81","15291.0","Spain",""
"539652","22632","HAND WARMER RED POLKA DOT","2","2011-01-22 13:55:00","1.89","15291.0","Spain",""
"539653","71053","WHITE METAL LANTERN","3","2010-12-09 09:34:00","3.54","15311.0","Spain","SUMMER10"
"539653","22752","SET 7 BABUSHKA NESTING BOXES","1","2010-12-09 09:34:00","8.09","15311.0","Spain",""
"539653","22752","SET 7 BABUSHKA NESTING BOXES","7","2010-12-09 09:34:00","7.84","15311.0","Spain",""
"539654","20685","DOORMAT RED RETROSPOT","3","2011-01-06 09:53:00","7.01","14096.0","Australia","BULK5"
"539654","22752","SET 7 BABUSHKA NESTING BOXES","9","2011-01-06 09:53:00","7.68","14096.0","Australia","BULK5"
"539654","84406B","CREAM CUPID HEARTS COAT HANGER","10","2011-01-06 09:53:00","2.95","14096.0","Australia",""
"539655","85099B","JUMBO BAG RED RETROSPOT","3","2011-01-11 13:55:00","1.75","16029.0","Germany",""
"539655","22632","HAND WARMER RED POLKA DOT","8","2011-01-11 13:55:00","1.83","16029.0","Germany","SUMMER10"
"539655","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","7","2011-01-11 13:55:00","3.37","16029.0","Germany","BULK5"
"539655","22633","HAND WARMER UNION JACK","7","2011-01-11 13:55:00","2.03","16029.0","Germany","BULK5"
"539656","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","4","2011-01-30 12:04:00","3.36","17809.0","United Kingdom",""
"539656","20685","DOORMAT RED RETROSPOT","5","2011-01-30 12:04:00","7.43","17809.0","United Kingdom","BULK5"
"539656","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","9","2011-01-30 12:04:00","3.43","17809.0","United Kingdom",""
"539656","85099B","JUMBO BAG RED RETROSPOT","4","2011-01-30 12:04:00","1.8","17809.0","United Kingdom",""
"539657","84029E","RED WOOLLY HOTTIE WHITE HEART","5","2011-01-01 11:04:00","3.73","17850.0","Netherlands","BULK5"
"539658","47566","PARTY BUNTING","6","2010-12-20 14:15:00","4.96","13777.0","Spain",""
"539659","21730","GLASS STAR FROSTED T-LIGHT HOLDER","1","2011-01-16 10:05:00","4.28","15311.0","Belgium",""
"539659","85123A","WHITE HANGING HEART T-LIGHT HOLDER","9","2011-01-16 10:05:00","2.98","15311.0","Belgium",""
"539659","84029G","KNITTED UNION FLAG HOT WATER BOTTLE","7","2011-01-16 10:05:00","3.67","15311.0","Belgium",""
"539659","71053","WHITE METAL LANTERN","2","2011-01-16 10:05:00","3.86","15311.0","Belgium","BULK5"
"539660","47566","PARTY BUNTING","8","2011-01-28 12:16:00","5.23","13777.0","France","SUMMER10"
"539660","71053","WHITE METAL LANTERN","5","2011-01-28 12:16:00","3.86","13777.0","France","BULK5"
"539661","71053","WHITE METAL LANTERN","5","2010-12-29 08:40:00","3.8","16029.0","United Kingdom",""
"539662","85123A","WHITE HANGING HEART T-LIGHT HOLDER","11","2010-12-29 12:00:00","2.51","17809.0","EIRE","BULK5"
"539662","84406B","CREAM CUPID HEARTS COAT HANGER","7","2010-12-29 12:00:00","2.79","17809.0","EIRE","BULK5"
"539662","85099B","JUMBO BAG RED RETROSPOT","1","2010-12-29 12:00:00","1.57","17809.0","EIRE","SUMMER10"
"539662","47566","PARTY BUNTING","12","2010-12-29 12:00:00","4.95","17809.0","EIRE","NEWCUST"
"539663","85123A","WHITE HANGING HEART T-LIGHT HOLDER","6","2011-01-02 10:02:00","2.65","15291.0","France",""
"539664","20685","DOORMAT RED RETROSPOT","11","2010-12-06 16:28:00","7.2","16029.0","Belgium",""
"539664","85099B","JUMBO BAG RED RETROSPOT","5","2010-12-06 16:28:00","1.78","16029.0","Belgium",""
"539664","71053","WHITE METAL LANTERN","4","2010-12-06 16:28:00","3.39","16029.0","Belgium","SUMMER10"
"539665","21730","GLASS STAR FROSTED T-LIGHT HOLDER","3","2010-12-01 16:05:00","4.21","15291.0","France","BULK5"
"539665","20685","DOORMAT RED RETROSPOT","1","2010-12-01 16:05:00","6.98","15291.0","France",""
